timestamp,open,high,low,close,volume
1704199500000,2016.80,2020.48,2010.42,2014.10,1105.00
1704200400000,2014.10,2017.22,2008.98,2012.10,1120.00
1704201300000,2012.10,2014.66,2008.24,2010.80,1135.00
1704202200000,2010.80,2013.60,2008.80,2011.60,1150.00
1704203100000,2011.60,2015.66,2009.04,2013.10,1165.00
1704204000000,2013.10,2018.42,2009.98,2015.30,1180.00
1704204900000,2015.30,2021.88,2011.62,2018.20,1195.00
1704205800000,2018.20,2021.88,2013.22,2016.90,1210.00
1704206700000,2016.90,2020.02,2013.18,2016.30,1225.00
1704207600000,2016.30,2018.96,2013.74,2016.40,1240.00
1704208500000,2016.40,2019.20,2014.40,2017.20,1255.00
1704209400000,2017.20,2021.26,2014.64,2018.70,1270.00
1704210300000,2018.70,2024.02,2015.58,2020.90,1285.00
1704211200000,2020.90,2027.48,2017.22,2023.80,1000.00
1704212100000,2023.80,2027.48,2018.82,2022.50,1015.00
1704213000000,2022.50,2025.62,2018.78,2021.90,1030.00
1704213900000,2021.90,2024.56,2019.34,2022.00,1045.00
1704214800000,2022.00,2024.80,2020.00,2022.80,1060.00
1704215700000,2022.80,2026.86,2020.24,2024.30,1075.00
1704216600000,2024.30,2029.62,2021.18,2026.50,1090.00
1704217500000,2026.50,2033.08,2022.82,2029.40,1105.00
1704218400000,2029.40,2033.08,2024.42,2028.10,1120.00
1704219300000,2028.10,2031.22,2024.38,2027.50,1135.00
1704220200000,2027.50,2030.16,2024.94,2027.60,1150.00
1704221100000,2027.60,2030.40,2025.60,2028.40,1165.00
1704222000000,2028.40,2032.46,2025.84,2029.90,1180.00
1704222900000,2029.90,2035.22,2026.78,2032.10,1195.00
1704223800000,2032.10,2038.68,2028.42,2035.00,1210.00
1704224700000,2035.00,2038.68,2028.62,2032.30,1225.00
1704225600000,2032.30,2035.42,2027.18,2030.30,1240.00
1704226500000,2030.30,2032.86,2026.44,2029.00,1255.00
1704227400000,2029.00,2031.00,2026.40,2028.40,1270.00
1704228300000,2028.40,2031.06,2025.84,2028.50,1285.00
1704229200000,2028.50,2032.42,2025.38,2029.30,1000.00
1704230100000,2029.30,2034.48,2025.62,2030.80,1015.00
1704231000000,2030.80,2034.48,2024.42,2028.10,1030.00
1704231900000,2028.10,2031.22,2022.98,2026.10,1045.00
1704232800000,2026.10,2028.66,2022.24,2024.80,1060.00
1704233700000,2024.80,2026.80,2022.20,2024.20,1075.00
1704234600000,2024.20,2026.86,2021.64,2024.30,1090.00
1704235500000,2024.30,2028.22,2021.18,2025.10,1105.00
1704236400000,2025.10,2030.28,2021.42,2026.60,1120.00
1704237300000,2026.60,2030.28,2020.22,2023.90,1135.00
1704238200000,2023.90,2027.02,2018.78,2021.90,1150.00
1704239100000,2021.90,2024.46,2018.04,2020.60,1165.00
1704240000000,2020.60,2022.60,2018.00,2020.00,1180.00
1704240900000,2020.00,2022.66,2017.44,2020.10,1195.00
1704241800000,2020.10,2024.02,2016.98,2020.90,1210.00
1704242700000,2020.90,2026.08,2017.22,2022.40,1225.00
1704243600000,2022.40,2026.08,2016.02,2019.70,1240.00
1704244500000,2019.70,2022.82,2014.58,2017.70,1255.00
1704245400000,2017.70,2020.26,2013.84,2016.40,1270.00
1704246300000,2016.40,2018.40,2013.80,2015.80,1285.00
1704247200000,2015.80,2019.86,2013.24,2017.30,1000.00
1704248100000,2017.30,2022.62,2014.18,2019.50,1015.00
1704249000000,2019.50,2026.08,2015.82,2022.40,1030.00
1704249900000,2022.40,2026.08,2017.42,2021.10,1045.00
1704250800000,2021.10,2024.22,2017.38,2020.50,1060.00
1704251700000,2020.50,2023.16,2017.94,2020.60,1075.00
1704252600000,2020.60,2023.40,2018.60,2021.40,1090.00
1704253500000,2021.40,2025.46,2018.84,2022.90,1105.00
1704254400000,2022.90,2028.22,2019.78,2025.10,1120.00
1704255300000,2025.10,2031.68,2021.42,2028.00,1135.00
1704256200000,2028.00,2031.68,2023.02,2026.70,1150.00
1704257100000,2026.70,2029.82,2022.98,2026.10,1165.00
1704258000000,2026.10,2028.76,2023.54,2026.20,1180.00
1704258900000,2026.20,2029.00,2024.20,2027.00,1195.00
1704259800000,2027.00,2031.06,2024.44,2028.50,1210.00
1704260700000,2028.50,2033.82,2025.38,2030.70,1225.00
1704261600000,2030.70,2037.28,2027.02,2033.60,1240.00
1704262500000,2033.60,2037.28,2028.62,2032.30,1255.00
1704263400000,2032.30,2035.42,2028.58,2031.70,1270.00
1704264300000,2031.70,2034.36,2029.14,2031.80,1285.00
1704265200000,2031.80,2034.60,2029.80,2032.60,1000.00
1704266100000,2032.60,2036.66,2030.04,2034.10,1015.00
1704267000000,2034.10,2039.42,2030.98,2036.30,1030.00
1704267900000,2036.30,2042.88,2032.62,2039.20,1045.00
1704268800000,2039.20,2042.88,2034.22,2037.90,1060.00
1704269700000,2037.90,2041.02,2032.78,2035.90,1075.00
1704270600000,2035.90,2038.46,2032.04,2034.60,1090.00
1704271500000,2034.60,2036.60,2032.00,2034.00,1105.00
1704272400000,2034.00,2036.66,2031.44,2034.10,1120.00
1704273300000,2034.10,2038.02,2030.98,2034.90,1135.00
1704274200000,2034.90,2040.08,2031.22,2036.40,1150.00
1704275100000,2036.40,2040.08,2030.02,2033.70,1165.00
1704276000000,2033.70,2036.82,2028.58,2031.70,1180.00
1704276900000,2031.70,2034.26,2027.84,2030.40,1195.00
1704277800000,2030.40,2032.40,2027.80,2029.80,1210.00
1704278700000,2029.80,2032.46,2027.24,2029.90,1225.00
1704279600000,2029.90,2033.82,2026.78,2030.70,1240.00
1704280500000,2030.70,2035.88,2027.02,2032.20,1255.00
1704281400000,2032.20,2035.88,2025.82,2029.50,1270.00
1704282300000,2029.50,2032.62,2024.38,2027.50,1285.00
1704283200000,2027.50,2030.06,2023.64,2026.20,1000.00
1704284100000,2026.20,2028.20,2023.60,2025.60,1015.00
1704285000000,2025.60,2028.26,2023.04,2025.70,1030.00
1704285900000,2025.70,2029.62,2022.58,2026.50,1045.00
1704286800000,2026.50,2031.68,2022.82,2028.00,1060.00
1704287700000,2028.00,2031.68,2021.62,2025.30,1075.00
1704288600000,2025.30,2028.42,2020.18,2023.30,1090.00
1704289500000,2023.30,2025.86,2019.44,2022.00,1105.00
1704290400000,2022.00,2024.00,2019.40,2021.40,1120.00
1704291300000,2021.40,2024.06,2018.84,2021.50,1135.00
1704292200000,2021.50,2026.82,2018.38,2023.70,1150.00
1704293100000,2023.70,2030.28,2020.02,2026.60,1165.00
1704294000000,2026.60,2030.28,2021.62,2025.30,1180.00
1704294900000,2025.30,2028.42,2021.58,2024.70,1195.00
1704295800000,2024.70,2027.36,2022.14,2024.80,1210.00
1704296700000,2024.80,2027.60,2022.80,2025.60,1225.00
1704297600000,2025.60,2029.66,2023.04,2027.10,1240.00
1704298500000,2027.10,2032.42,2023.98,2029.30,1255.00
1704299400000,2029.30,2035.88,2025.62,2032.20,1270.00
1704300300000,2032.20,2035.88,2027.22,2030.90,1285.00
1704301200000,2030.90,2034.02,2027.18,2030.30,1000.00
1704302100000,2030.30,2032.96,2027.74,2030.40,1015.00
1704303000000,2030.40,2033.20,2028.40,2031.20,1030.00
1704303900000,2031.20,2035.26,2028.64,2032.70,1045.00
1704304800000,2032.70,2038.02,2029.58,2034.90,1060.00
1704305700000,2034.90,2041.48,2031.22,2037.80,1075.00
1704306600000,2037.80,2041.48,2032.82,2036.50,1090.00
1704307500000,2036.50,2039.62,2032.78,2035.90,1105.00
1704308400000,2035.90,2038.56,2033.34,2036.00,1120.00
1704309300000,2036.00,2038.80,2034.00,2036.80,1135.00
1704310200000,2036.80,2040.86,2034.24,2038.30,1150.00
1704311100000,2038.30,2043.62,2035.18,2040.50,1165.00
1704312000000,2040.50,2047.08,2036.82,2043.40,1180.00
1704312900000,2043.40,2047.08,2038.42,2042.10,1195.00
1704313800000,2042.10,2045.22,2038.38,2041.50,1210.00
1704314700000,2041.50,2044.06,2037.64,2040.20,1225.00
1704315600000,2040.20,2042.20,2037.60,2039.60,1240.00
1704316500000,2039.60,2042.26,2037.04,2039.70,1255.00
1704317400000,2039.70,2043.62,2036.58,2040.50,1270.00
1704318300000,2040.50,2045.68,2036.82,2042.00,1285.00
1704319200000,2042.00,2045.68,2035.62,2039.30,1000.00
1704320100000,2039.30,2042.42,2034.18,2037.30,1015.00
1704321000000,2037.30,2039.86,2033.44,2036.00,1030.00
1704321900000,2036.00,2038.00,2033.40,2035.40,1045.00
1704322800000,2035.40,2038.06,2032.84,2035.50,1060.00
1704323700000,2035.50,2039.42,2032.38,2036.30,1075.00
1704324600000,2036.30,2041.48,2032.62,2037.80,1090.00
1704325500000,2037.80,2041.48,2031.42,2035.10,1105.00
1704326400000,2035.10,2038.22,2029.98,2033.10,1120.00
1704327300000,2033.10,2035.66,2029.24,2031.80,1135.00
1704328200000,2031.80,2033.80,2029.20,2031.20,1150.00
1704329100000,2031.20,2033.86,2028.64,2031.30,1165.00
1704330000000,2031.30,2035.22,2028.18,2032.10,1180.00
1704330900000,2032.10,2037.28,2028.42,2033.60,1195.00
1704331800000,2033.60,2037.28,2027.22,2030.90,1210.00
1704332700000,2030.90,2034.02,2025.78,2028.90,1225.00
1704333600000,2028.90,2031.46,2025.04,2027.60,1240.00
1704334500000,2027.60,2029.60,2025.00,2027.00,1255.00
1704335400000,2027.00,2029.66,2024.44,2027.10,1270.00
1704336300000,2027.10,2031.02,2023.98,2027.90,1285.00
1704337200000,2027.90,2034.48,2024.22,2030.80,1000.00
1704338100000,2030.80,2034.48,2025.82,2029.50,1015.00
1704339000000,2029.50,2032.62,2025.78,2028.90,1030.00
1704339900000,2028.90,2031.56,2026.34,2029.00,1045.00
1704340800000,2029.00,2031.80,2027.00,2029.80,1060.00
1704341700000,2029.80,2033.86,2027.24,2031.30,1075.00
1704342600000,2031.30,2036.62,2028.18,2033.50,1090.00
1704343500000,2033.50,2040.08,2029.82,2036.40,1105.00
1704344400000,2036.40,2040.08,2031.42,2035.10,1120.00
1704345300000,2035.10,2038.22,2031.38,2034.50,1135.00
1704346200000,2034.50,2037.16,2031.94,2034.60,1150.00
1704347100000,2034.60,2037.40,2032.60,2035.40,1165.00
1704348000000,2035.40,2039.46,2032.84,2036.90,1180.00
1704348900000,2036.90,2042.22,2033.78,2039.10,1195.00
1704349800000,2039.10,2045.68,2035.42,2042.00,1210.00
1704350700000,2042.00,2045.68,2037.02,2040.70,1225.00
1704351600000,2040.70,2043.82,2036.98,2040.10,1240.00
1704352500000,2040.10,2042.76,2037.54,2040.20,1255.00
1704353400000,2040.20,2043.00,2038.20,2041.00,1270.00
1704354300000,2041.00,2045.06,2038.44,2042.50,1285.00
